borrower_id,loan_amount,credit_score,annual_income,dti_ratio,employment_length_years,num_existing_loans,account_age_months,declared_purpose,primary_mcc_category,secondary_mcc_category,mcc_mismatch_flag,days_to_first_tx,pct_spent_48h,pct_spent_7d,cash_withdrawal_ratio,high_risk_spend_ratio,international_tx_ratio,nighttime_tx_ratio,num_unique_merchants,num_total_transactions,avg_tx_amount,max_single_tx_pct,is_flagged_misuse
BW-00762,34613.6,737,146904.78,0.274,22,1,52,Debt Consolidation,ATM Cash,Equipment Vendor,0,28,0.819,0.941,0.019,0.092,0.1,0.111,12,15,2163.35,0.377,0
BW-00763,28606.47,779,108374.52,0.273,4,7,89,Equipment Purchase,Luxury Travel,ATM Cash,1,3,0.798,1.0,0.201,0.119,0.308,0.417,12,25,1100.25,0.748,0
BW-00764,75674.9,717,126153.73,0.448,11,6,112,Medical,Crypto Exchange,Luxury Travel,0,3,0.101,0.234,0.097,0.943,0.14,0.579,21,33,2225.73,0.485,0
BW-00765,8185.58,663,147949.75,0.158,12,7,76,Debt Consolidation,Casino,Luxury Travel,0,14,0.8,1.0,0.028,0.637,0.328,0.072,4,13,584.68,0.118,0
BW-00766,59139.52,801,90766.21,0.446,19,2,9,Equipment Purchase,Equipment Vendor,Casino,0,26,0.12,0.352,0.221,0.048,0.27,0.24,27,38,1516.4,0.653,0
BW-00767,77433.58,656,30406.22,0.152,13,5,10,Education,Casino,ATM Cash,0,2,0.125,0.183,0.791,0.935,0.212,0.134,10,17,4301.87,0.307,0
BW-00768,88292.74,586,157491.97,0.152,17,0,112,Debt Consolidation,Equipment Vendor,Equipment Vendor,0,23,0.948,1.0,0.216,0.092,0.337,0.133,9,28,3044.58,0.198,0
BW-00769,37497.77,641,87133.55,0.501,23,5,10,Debt Consolidation,Equipment Vendor,Luxury Travel,0,18,0.819,0.908,0.531,0.074,0.208,0.071,4,8,4166.42,0.291,0
BW-00770,83019.44,567,104406.41,0.278,24,4,73,Debt Consolidation,Crypto Exchange,ATM Cash,0,28,0.552,0.708,0.095,0.831,0.411,0.39,24,25,3193.06,0.505,0
BW-00771,15510.02,612,31165.0,0.638,19,4,62,Debt Consolidation,Equipment Vendor,Crypto Exchange,0,20,0.875,1.0,0.481,0.135,0.365,0.448,1,20,738.57,0.142,0
BW-00772,85412.97,699,103813.8,0.121,3,3,90,Education,Crypto Exchange,Luxury Travel,0,1,0.989,1.0,0.788,0.414,0.27,0.406,5,16,5024.29,0.851,1
BW-00773,17111.42,688,177973.11,0.345,20,0,99,Medical,Retail,Luxury Travel,0,5,0.611,0.913,0.233,0.036,0.439,0.555,25,30,551.98,0.576,0
BW-00774,42742.29,735,71740.15,0.162,17,5,91,Education,Casino,Casino,0,21,0.613,0.689,0.678,0.905,0.414,0.087,3,17,2374.57,0.349,0
BW-00775,80743.06,734,89312.74,0.293,6,3,60,Education,Crypto Exchange,Luxury Travel,0,23,0.754,1.0,0.798,0.848,0.266,0.192,11,28,2784.24,0.684,0
BW-00776,19242.16,754,133078.5,0.649,14,4,95,Equipment Purchase,ATM Cash,Crypto Exchange,1,7,0.232,0.369,0.471,0.096,0.034,0.207,13,30,620.71,0.784,1
BW-00777,26778.88,809,152219.05,0.589,20,1,19,Business Expansion,Casino,Equipment Vendor,0,16,0.167,0.287,0.248,0.784,0.283,0.139,22,31,836.84,0.622,0
BW-00778,73613.99,763,92608.74,0.127,5,0,107,Business Expansion,ATM Cash,Retail,0,4,0.76,1.0,0.539,0.011,0.178,0.085,11,17,4089.67,0.272,0
BW-00779,73403.47,805,76450.33,0.41,15,0,38,Equipment Purchase,Luxury Travel,Casino,1,1,0.345,0.667,0.676,0.01,0.27,0.292,26,35,2038.99,0.194,1
BW-00780,65909.03,684,170673.87,0.456,19,7,6,Education,ATM Cash,Crypto Exchange,0,25,0.135,0.286,0.137,0.023,0.324,0.501,6,10,5991.73,0.831,0
BW-00781,70925.1,610,131571.75,0.215,23,7,15,Equipment Purchase,Retail,Casino,0,11,0.315,0.614,0.362,0.022,0.322,0.573,27,42,1649.42,0.299,0
BW-00782,56558.82,637,47853.2,0.18,7,5,93,Debt Consolidation,Luxury Travel,ATM Cash,0,4,0.359,0.712,0.255,0.063,0.337,0.078,22,40,1379.48,0.117,0
BW-00783,28920.91,756,40339.18,0.597,20,7,47,Equipment Purchase,Luxury Travel,Equipment Vendor,1,9,0.965,1.0,0.227,0.024,0.34,0.494,4,6,4131.56,0.646,1
BW-00784,37841.12,678,102532.48,0.633,15,7,45,Equipment Purchase,Equipment Vendor,Luxury Travel,0,27,0.698,0.712,0.689,0.128,0.055,0.495,7,13,2702.94,0.23,0
BW-00785,22251.78,552,63013.51,0.646,21,6,118,Debt Consolidation,ATM Cash,ATM Cash,0,8,0.531,0.862,0.337,0.087,0.096,0.233,3,21,1011.44,0.942,0
BW-00786,91302.8,791,68097.71,0.534,15,2,5,Business Expansion,Equipment Vendor,Luxury Travel,0,19,0.969,1.0,0.271,0.055,0.315,0.066,22,33,2685.38,0.839,0
BW-00787,60422.22,670,161653.83,0.465,2,5,78,Debt Consolidation,ATM Cash,Crypto Exchange,0,7,0.903,1.0,0.483,0.01,0.204,0.594,10,19,3021.11,0.617,0
BW-00788,43080.88,651,43434.9,0.29,16,7,53,Medical,Luxury Travel,Equipment Vendor,0,0,0.512,0.816,0.176,0.089,0.381,0.393,5,9,4308.09,0.809,0
BW-00789,48890.55,587,137304.62,0.194,8,1,66,Equipment Purchase,Equipment Vendor,Retail,0,23,0.906,1.0,0.184,0.017,0.062,0.589,19,20,2328.12,0.5,0
BW-00790,94991.92,682,70671.34,0.143,24,6,62,Equipment Purchase,Casino,Retail,1,5,0.404,0.576,0.416,0.86,0.096,0.29,18,20,4523.42,0.77,1
BW-00791,19568.38,751,144049.23,0.481,2,6,23,Business Expansion,ATM Cash,Luxury Travel,0,23,0.23,0.257,0.327,0.12,0.279,0.237,28,41,465.91,0.65,0
BW-00792,60691.83,570,138361.71,0.532,19,6,44,Education,ATM Cash,ATM Cash,0,21,0.233,0.417,0.236,0.082,0.25,0.148,17,31,1896.62,0.124,0
BW-00793,53059.42,791,31108.79,0.555,6,1,52,Debt Consolidation,Equipment Vendor,Equipment Vendor,0,10,0.662,0.681,0.043,0.022,0.133,0.59,24,43,1205.9,0.906,0
BW-00794,63088.15,658,106370.31,0.603,17,3,46,Education,ATM Cash,Equipment Vendor,0,2,0.501,0.619,0.417,0.118,0.204,0.152,1,13,4506.3,0.832,0
BW-00795,6720.47,633,50897.92,0.584,11,0,19,Medical,Luxury Travel,Crypto Exchange,0,27,0.659,0.894,0.653,0.046,0.017,0.014,5,21,305.48,0.91,0
BW-00796,87851.77,632,159934.05,0.65,18,3,88,Debt Consolidation,Equipment Vendor,ATM Cash,0,14,0.686,0.81,0.681,0.033,0.019,0.307,21,40,2142.73,0.722,0
BW-00797,93551.24,840,160737.88,0.234,15,1,84,Medical,Equipment Vendor,Retail,0,10,0.022,0.296,0.188,0.071,0.047,0.226,17,20,4454.82,0.45,0
BW-00798,58687.65,618,92751.87,0.52,21,2,47,Medical,Crypto Exchange,Crypto Exchange,0,23,0.054,0.383,0.48,0.712,0.288,0.157,25,43,1333.81,0.276,0
BW-00799,71181.83,678,96659.34,0.423,23,0,91,Medical,Crypto Exchange,Casino,0,4,0.533,0.701,0.685,0.421,0.432,0.381,21,35,1977.27,0.253,0
BW-00800,92637.44,745,75492.44,0.244,16,1,52,Debt Consolidation,Luxury Travel,Equipment Vendor,0,27,0.191,0.551,0.327,0.136,0.13,0.219,9,23,3859.89,0.223,0
BW-00801,72187.67,689,137490.94,0.64,19,2,24,Debt Consolidation,Casino,Retail,0,25,0.633,0.665,0.746,0.783,0.017,0.241,11,19,3609.38,0.288,0
BW-00802,19491.21,832,83799.2,0.594,14,5,17,Business Expansion,ATM Cash,Crypto Exchange,0,15,0.552,0.888,0.722,0.013,0.354,0.014,22,24,779.65,0.568,0
BW-00803,59747.39,783,70168.87,0.171,0,4,89,Equipment Purchase,Retail,Luxury Travel,0,20,0.586,0.917,0.167,0.105,0.428,0.353,7,8,6638.6,0.681,0
BW-00804,62637.93,572,94834.66,0.114,1,6,46,Education,ATM Cash,Casino,0,27,0.302,0.431,0.207,0.029,0.069,0.073,7,13,4474.14,0.367,0
BW-00805,45292.41,702,43723.13,0.479,7,7,64,Education,Retail,Crypto Exchange,0,6,0.64,0.759,0.144,0.047,0.193,0.128,2,10,4117.49,0.566,0
BW-00806,74962.2,826,141990.48,0.432,21,1,119,Medical,Luxury Travel,Luxury Travel,0,5,0.829,0.951,0.157,0.02,0.079,0.43,14,18,3945.38,0.39,0
BW-00807,93764.87,610,31889.46,0.615,24,4,95,Debt Consolidation,Casino,Retail,0,8,0.998,1.0,0.726,0.635,0.053,0.188,16,32,2841.36,0.692,1
BW-00808,92929.01,601,126672.76,0.229,1,3,28,Debt Consolidation,Casino,Retail,0,6,0.838,1.0,0.745,0.541,0.324,0.098,5,7,11616.13,0.94,1
BW-00809,47829.74,702,57429.68,0.146,18,4,50,Medical,Casino,Casino,0,2,0.557,0.689,0.042,0.797,0.484,0.346,18,26,1771.47,0.686,0
BW-00810,15757.61,786,64860.61,0.243,8,1,64,Equipment Purchase,Crypto Exchange,Luxury Travel,1,10,0.193,0.43,0.475,0.744,0.339,0.129,4,11,1313.13,0.15,1
BW-00811,98559.91,581,125344.8,0.11,8,4,28,Education,Luxury Travel,Equipment Vendor,0,26,0.681,0.737,0.451,0.143,0.492,0.163,12,20,4693.33,0.506,0
BW-00812,84695.32,604,178941.52,0.12,12,6,86,Business Expansion,Retail,Retail,0,11,0.938,1.0,0.312,0.109,0.217,0.373,19,35,2352.65,0.755,0
BW-00813,16842.95,585,146657.62,0.603,5,0,56,Equipment Purchase,Casino,ATM Cash,1,20,0.212,0.612,0.505,0.639,0.449,0.444,28,35,467.86,0.561,1
BW-00814,92479.98,659,63875.94,0.294,14,1,59,Debt Consolidation,Luxury Travel,Equipment Vendor,0,24,0.256,0.32,0.758,0.104,0.103,0.444,13,26,3425.18,0.908,0
BW-00815,87640.15,726,56403.71,0.326,18,2,5,Medical,ATM Cash,Equipment Vendor,0,10,0.149,0.528,0.136,0.132,0.059,0.289,27,42,2038.14,0.147,0
BW-00816,54289.62,844,159934.93,0.11,20,4,54,Education,Retail,Crypto Exchange,0,28,0.737,1.0,0.096,0.044,0.351,0.273,6,23,2262.07,0.347,0
BW-00817,61171.17,646,96627.59,0.249,14,0,44,Medical,Crypto Exchange,Crypto Exchange,0,25,0.407,0.796,0.027,0.664,0.186,0.473,11,27,2184.68,0.288,0
BW-00818,42905.26,762,50557.92,0.543,17,6,42,Debt Consolidation,Equipment Vendor,Retail,0,29,0.063,0.135,0.291,0.111,0.159,0.116,15,21,1950.24,0.752,0
BW-00819,10202.36,686,159331.71,0.439,6,3,72,Medical,Retail,Equipment Vendor,0,1,0.875,0.96,0.27,0.034,0.336,0.091,21,40,248.84,0.545,0
BW-00820,36843.74,555,152413.85,0.515,10,3,102,Education,ATM Cash,Crypto Exchange,0,0,0.558,0.565,0.345,0.137,0.167,0.399,17,31,1151.37,0.218,0
BW-00821,81271.08,658,177585.95,0.346,7,6,92,Medical,Retail,Luxury Travel,0,26,0.331,0.621,0.403,0.08,0.286,0.246,2,8,9030.12,0.343,0
BW-00822,5440.04,584,166461.55,0.27,5,4,57,Education,Retail,Luxury Travel,0,23,0.344,0.602,0.606,0.045,0.15,0.426,13,14,362.67,0.544,0
BW-00823,36682.42,588,157768.55,0.366,7,3,47,Medical,Equipment Vendor,Luxury Travel,0,23,0.29,0.361,0.314,0.116,0.392,0.154,23,24,1467.3,0.947,0
BW-00824,42826.03,699,37886.16,0.278,1,2,76,Medical,Casino,Luxury Travel,0,1,0.455,0.771,0.264,0.729,0.156,0.195,25,31,1338.31,0.41,0
BW-00825,56052.58,667,45662.31,0.561,18,1,25,Education,ATM Cash,Equipment Vendor,0,13,0.337,0.457,0.662,0.144,0.267,0.538,1,19,2802.63,0.233,0
BW-00826,92386.28,810,115347.48,0.264,15,0,102,Medical,Equipment Vendor,Luxury Travel,0,12,0.548,0.602,0.68,0.147,0.012,0.253,4,9,9238.63,0.523,0
BW-00827,37902.87,636,109721.89,0.463,6,5,44,Equipment Purchase,Retail,Equipment Vendor,0,23,0.774,0.943,0.186,0.1,0.396,0.355,15,26,1403.81,0.364,0
BW-00828,37960.55,625,98694.48,0.175,9,4,15,Business Expansion,ATM Cash,Retail,0,4,0.674,0.71,0.252,0.017,0.31,0.064,16,30,1224.53,0.581,0
BW-00829,75062.62,763,89518.4,0.478,11,3,108,Equipment Purchase,Crypto Exchange,Retail,1,1,0.294,0.399,0.66,0.991,0.096,0.107,11,23,3127.61,0.497,1
BW-00830,47960.7,834,94681.57,0.602,16,1,105,Business Expansion,Retail,Luxury Travel,0,22,0.529,0.678,0.064,0.077,0.108,0.022,3,9,4796.07,0.686,0
BW-00831,26337.46,788,115394.69,0.435,6,5,51,Equipment Purchase,Crypto Exchange,Luxury Travel,1,22,0.84,1.0,0.261,0.77,0.131,0.255,12,18,1386.18,0.877,1
BW-00832,47981.75,714,30311.48,0.408,21,2,53,Business Expansion,Luxury Travel,Luxury Travel,0,18,0.068,0.385,0.359,0.028,0.288,0.593,12,26,1777.1,0.27,0
BW-00833,18381.42,636,69106.32,0.629,7,3,34,Medical,Crypto Exchange,Retail,0,29,0.078,0.255,0.15,0.478,0.274,0.524,11,14,1225.43,0.798,0
BW-00834,21756.76,690,107741.96,0.445,6,3,109,Education,Retail,Crypto Exchange,0,16,0.556,0.846,0.144,0.011,0.137,0.38,16,18,1145.09,0.907,0
BW-00835,52344.94,709,138332.41,0.243,3,0,77,Education,Equipment Vendor,Retail,0,10,0.639,0.866,0.34,0.076,0.347,0.517,29,29,1744.83,0.418,0
BW-00836,44797.92,595,56123.5,0.261,2,2,8,Debt Consolidation,Retail,Luxury Travel,0,15,0.211,0.347,0.604,0.133,0.445,0.357,21,27,1599.93,0.197,0
BW-00837,91910.36,661,112032.18,0.488,18,2,77,Business Expansion,Retail,Crypto Exchange,0,19,0.745,1.0,0.672,0.006,0.022,0.221,21,29,3063.68,0.799,0
BW-00838,39427.42,594,137168.95,0.504,14,4,100,Debt Consolidation,Luxury Travel,Crypto Exchange,0,17,0.646,0.919,0.783,0.032,0.209,0.104,13,13,2816.24,0.696,0
BW-00839,60155.89,796,96694.15,0.267,3,5,70,Debt Consolidation,Casino,Casino,0,19,0.923,1.0,0.059,0.714,0.297,0.392,12,16,3538.58,0.281,0
BW-00840,65065.11,653,34062.17,0.29,24,0,102,Business Expansion,Retail,Equipment Vendor,0,7,0.169,0.416,0.173,0.124,0.293,0.116,10,24,2602.6,0.478,0
BW-00841,6243.97,634,97390.22,0.645,8,4,96,Education,Luxury Travel,Luxury Travel,0,1,0.751,1.0,0.605,0.121,0.01,0.25,26,29,208.13,0.591,0
BW-00842,68036.05,683,74466.73,0.156,12,0,21,Business Expansion,Equipment Vendor,Equipment Vendor,0,16,0.084,0.238,0.432,0.118,0.105,0.495,11,20,3239.81,0.244,0
BW-00843,21913.42,657,169447.44,0.323,17,2,108,Medical,Luxury Travel,Casino,0,10,0.565,0.913,0.262,0.019,0.031,0.078,18,19,1095.67,0.708,0
BW-00844,96301.68,567,48692.01,0.134,20,0,108,Debt Consolidation,Luxury Travel,Equipment Vendor,0,13,0.552,0.617,0.164,0.06,0.284,0.077,5,11,8025.14,0.686,0
BW-00845,19122.96,643,127871.39,0.552,15,0,113,Debt Consolidation,Crypto Exchange,Luxury Travel,0,15,0.388,0.742,0.224,0.408,0.323,0.135,20,38,490.33,0.854,0
BW-00846,44389.29,699,37907.96,0.151,0,0,7,Business Expansion,Casino,Casino,0,14,0.845,0.982,0.343,0.947,0.08,0.331,13,18,2336.28,0.582,0
BW-00847,13108.22,795,96925.57,0.471,3,7,90,Debt Consolidation,Casino,Equipment Vendor,0,14,0.004,0.054,0.142,0.565,0.167,0.151,17,31,409.63,0.588,0
BW-00848,99703.05,838,113096.92,0.131,17,1,79,Education,ATM Cash,Retail,0,2,0.52,0.76,0.771,0.106,0.165,0.302,12,31,3115.72,0.626,0
BW-00849,52708.53,758,74693.24,0.47,7,1,56,Debt Consolidation,Equipment Vendor,Crypto Exchange,0,25,0.217,0.367,0.086,0.143,0.41,0.181,17,28,1817.54,0.333,0
BW-00850,61561.58,675,98261.35,0.564,19,5,49,Business Expansion,ATM Cash,Casino,0,6,0.743,1.0,0.788,0.067,0.097,0.304,1,11,5130.13,0.745,0
BW-00851,11372.27,784,54533.07,0.319,15,5,42,Education,Luxury Travel,Retail,0,28,0.043,0.215,0.674,0.021,0.274,0.167,8,10,1033.84,0.663,0
BW-00852,76246.24,671,75618.58,0.387,20,6,23,Education,Equipment Vendor,Luxury Travel,0,11,0.832,1.0,0.339,0.1,0.391,0.588,16,35,2117.95,0.813,0
BW-00853,24941.03,687,123165.95,0.321,10,2,52,Debt Consolidation,Equipment Vendor,Crypto Exchange,0,21,0.838,0.961,0.592,0.144,0.415,0.296,15,31,779.41,0.753,0
BW-00854,90315.16,664,75270.01,0.265,19,0,102,Business Expansion,Casino,Casino,0,21,0.833,0.917,0.537,0.807,0.333,0.446,19,25,3473.66,0.643,0
BW-00855,24488.27,711,164961.46,0.542,20,2,105,Debt Consolidation,Casino,Crypto Exchange,0,22,0.153,0.308,0.171,0.729,0.15,0.42,25,42,569.49,0.237,0
BW-00856,23115.33,750,124261.04,0.25,20,1,79,Medical,Casino,ATM Cash,0,23,0.63,0.873,0.271,0.565,0.412,0.294,10,26,856.12,0.881,0
BW-00857,8472.22,783,95797.35,0.498,20,7,112,Medical,Retail,ATM Cash,0,2,0.014,0.277,0.41,0.014,0.371,0.143,2,17,470.68,0.412,0
BW-00858,49846.36,577,35813.54,0.213,18,0,53,Education,Luxury Travel,Casino,0,18,0.848,1.0,0.51,0.025,0.352,0.306,25,26,1846.16,0.92,0
BW-00859,58659.91,560,104932.25,0.237,22,4,104,Debt Consolidation,Equipment Vendor,Casino,0,9,0.723,1.0,0.434,0.147,0.034,0.409,27,31,1833.12,0.442,0
BW-00860,11242.32,755,144716.44,0.285,18,1,16,Medical,Luxury Travel,Equipment Vendor,0,28,0.531,0.807,0.378,0.074,0.022,0.276,25,37,295.85,0.224,0
BW-00861,78675.12,716,69833.64,0.424,17,1,96,Equipment Purchase,Equipment Vendor,Crypto Exchange,0,7,0.731,1.0,0.355,0.002,0.348,0.049,4,14,5245.01,0.852,0
BW-00862,48062.44,796,151016.04,0.35,18,1,37,Medical,Equipment Vendor,ATM Cash,0,15,0.094,0.141,0.399,0.143,0.472,0.011,4,4,9612.49,0.776,0
BW-00863,54817.08,596,67771.01,0.51,10,6,18,Debt Consolidation,ATM Cash,ATM Cash,0,15,0.529,0.554,0.347,0.075,0.387,0.197,20,22,2383.35,0.768,0
BW-00864,46872.46,795,153561.96,0.217,2,0,20,Debt Consolidation,Equipment Vendor,Crypto Exchange,0,11,0.291,0.415,0.433,0.125,0.416,0.09,12,29,1562.42,0.176,0
BW-00865,43072.49,676,42790.25,0.106,7,5,46,Medical,Equipment Vendor,ATM Cash,0,28,0.973,1.0,0.71,0.082,0.272,0.544,17,20,2051.07,0.847,1
BW-00866,58165.83,696,159927.56,0.527,19,3,2,Debt Consolidation,Crypto Exchange,Retail,0,29,0.857,1.0,0.506,0.979,0.152,0.105,21,29,1938.86,0.607,0
BW-00867,19747.82,667,104877.97,0.552,18,4,119,Debt Consolidation,Crypto Exchange,ATM Cash,0,28,0.733,0.941,0.578,0.9,0.339,0.237,29,39,493.7,0.5,0
BW-00868,22283.17,701,74480.64,0.133,9,4,87,Equipment Purchase,ATM Cash,ATM Cash,1,22,0.934,1.0,0.478,0.15,0.356,0.427,22,38,571.36,0.876,1
BW-00869,86869.63,621,69766.99,0.436,15,2,94,Education,Retail,Luxury Travel,0,25,0.347,0.645,0.514,0.005,0.338,0.489,4,14,5791.31,0.666,0
BW-00870,94880.97,686,94801.58,0.308,4,0,63,Debt Consolidation,Casino,Retail,0,4,0.901,1.0,0.463,0.635,0.473,0.287,8,10,8625.54,0.213,0
BW-00871,40464.39,724,179857.42,0.537,19,5,3,Business Expansion,Equipment Vendor,Equipment Vendor,0,19,0.325,0.676,0.021,0.035,0.184,0.109,16,34,1156.13,0.542,0
BW-00872,30720.74,838,63049.11,0.581,8,1,46,Education,Luxury Travel,Casino,0,5,0.733,0.78,0.8,0.059,0.02,0.163,15,34,877.74,0.641,0
BW-00873,66179.96,568,45482.5,0.568,7,3,103,Education,Crypto Exchange,ATM Cash,0,24,0.736,0.871,0.027,0.909,0.454,0.251,14,24,2647.2,0.864,1
BW-00874,43829.75,744,117755.28,0.527,10,0,111,Business Expansion,Casino,Equipment Vendor,0,5,0.018,0.12,0.316,0.63,0.08,0.219,19,32,1328.17,0.338,0
BW-00875,7411.7,724,103281.37,0.248,15,0,49,Medical,Retail,Equipment Vendor,0,7,0.361,0.432,0.084,0.076,0.349,0.209,11,16,435.98,0.775,0
BW-00876,19834.5,690,108629.44,0.547,6,6,1,Equipment Purchase,Casino,Retail,1,16,0.019,0.237,0.078,0.563,0.437,0.079,25,43,450.78,0.78,1
BW-00877,73017.36,795,130040.31,0.393,14,5,105,Debt Consolidation,Equipment Vendor,Casino,0,11,0.997,1.0,0.635,0.123,0.155,0.548,13,27,2607.76,0.209,1
BW-00878,67597.77,642,70071.61,0.129,23,3,22,Medical,Casino,Luxury Travel,0,29,0.122,0.213,0.341,0.437,0.415,0.018,23,33,1988.17,0.115,0
BW-00879,7574.12,788,166599.75,0.351,20,1,93,Business Expansion,Equipment Vendor,Equipment Vendor,0,21,0.543,0.828,0.641,0.013,0.166,0.264,8,25,291.31,0.594,0
BW-00880,26087.36,754,95350.81,0.618,19,0,14,Equipment Purchase,ATM Cash,Luxury Travel,1,29,0.791,1.0,0.218,0.003,0.397,0.588,23,26,966.2,0.771,0
BW-00881,26952.11,597,49362.93,0.588,22,4,112,Equipment Purchase,Crypto Exchange,Casino,1,13,0.201,0.209,0.205,0.764,0.035,0.396,9,27,962.58,0.571,1
BW-00882,68829.81,794,141344.81,0.156,16,7,92,Equipment Purchase,Crypto Exchange,Casino,1,1,0.485,0.643,0.201,0.728,0.328,0.213,2,4,13765.96,0.791,1
BW-00883,6872.5,844,126465.65,0.509,5,4,85,Business Expansion,Equipment Vendor,Retail,0,18,0.607,0.963,0.493,0.131,0.339,0.088,20,31,214.77,0.629,0
BW-00884,14890.32,677,77361.51,0.543,14,3,45,Medical,Luxury Travel,Crypto Exchange,0,5,0.16,0.368,0.652,0.075,0.246,0.578,2,5,2481.72,0.655,0
BW-00885,80992.03,831,123227.81,0.249,7,7,96,Debt Consolidation,Crypto Exchange,ATM Cash,0,17,0.779,0.918,0.362,0.863,0.344,0.008,8,19,4049.6,0.124,0
BW-00886,21961.74,566,62979.29,0.359,6,1,6,Equipment Purchase,Luxury Travel,Retail,1,3,0.299,0.4,0.303,0.121,0.462,0.409,18,18,1155.88,0.175,0
BW-00887,67010.88,620,96725.9,0.491,1,3,118,Equipment Purchase,Equipment Vendor,Luxury Travel,0,21,0.211,0.308,0.779,0.044,0.367,0.528,24,39,1675.27,0.716,0
BW-00888,27627.36,818,164911.88,0.341,12,0,65,Medical,ATM Cash,Retail,0,4,0.558,0.598,0.093,0.14,0.481,0.015,22,23,1151.14,0.748,0
BW-00889,14446.93,831,50030.13,0.162,22,6,21,Equipment Purchase,Equipment Vendor,Casino,0,5,0.41,0.737,0.389,0.038,0.224,0.435,7,9,1444.69,0.561,0
BW-00890,28101.36,556,88004.47,0.488,5,6,4,Equipment Purchase,ATM Cash,Equipment Vendor,1,14,0.92,0.955,0.327,0.025,0.264,0.599,11,26,1040.79,0.602,1
BW-00891,73615.36,652,153171.36,0.601,4,4,3,Business Expansion,Crypto Exchange,ATM Cash,0,5,0.88,0.997,0.079,0.652,0.132,0.384,29,38,1887.57,0.622,1
BW-00892,86291.16,742,175423.63,0.459,19,6,113,Education,Luxury Travel,ATM Cash,0,7,0.483,0.501,0.215,0.008,0.493,0.249,22,30,2783.59,0.189,0
BW-00893,83870.89,790,98088.92,0.526,0,2,30,Medical,Equipment Vendor,Crypto Exchange,0,8,0.359,0.672,0.023,0.005,0.028,0.525,28,41,1996.93,0.668,0
BW-00894,42732.44,611,106049.94,0.297,17,3,31,Medical,Crypto Exchange,Casino,0,20,0.326,0.342,0.702,0.832,0.179,0.333,25,32,1294.92,0.507,0
BW-00895,68468.09,566,115825.79,0.201,14,6,34,Medical,ATM Cash,ATM Cash,0,21,0.268,0.391,0.486,0.032,0.149,0.45,20,21,3112.19,0.612,0
BW-00896,24473.51,720,169852.22,0.454,22,2,83,Business Expansion,Equipment Vendor,ATM Cash,0,5,0.545,0.774,0.652,0.001,0.193,0.353,1,11,2039.46,0.579,0
BW-00897,32849.03,574,158731.02,0.28,9,2,20,Business Expansion,ATM Cash,Equipment Vendor,0,21,0.805,0.969,0.417,0.044,0.459,0.023,25,26,1216.63,0.749,0
BW-00898,90151.9,800,55590.17,0.573,2,5,87,Debt Consolidation,Casino,Luxury Travel,0,1,0.311,0.424,0.48,0.712,0.184,0.128,16,30,2908.13,0.371,0
BW-00899,6235.18,802,95513.67,0.167,4,4,54,Business Expansion,ATM Cash,Luxury Travel,0,15,0.19,0.3,0.561,0.059,0.458,0.047,16,33,183.39,0.417,0
BW-00900,13123.31,756,99600.06,0.338,23,3,104,Medical,Casino,Luxury Travel,0,19,0.475,0.794,0.726,0.465,0.212,0.064,29,33,385.98,0.433,0
BW-00901,24749.19,578,148364.42,0.318,12,2,25,Debt Consolidation,Crypto Exchange,Retail,0,0,0.069,0.459,0.073,0.574,0.427,0.009,10,16,1455.83,0.748,0
BW-00902,7520.56,666,120433.93,0.616,7,0,15,Education,Equipment Vendor,Luxury Travel,0,29,0.701,0.84,0.265,0.107,0.261,0.253,24,42,174.9,0.466,0
BW-00903,22236.37,831,128133.07,0.184,21,6,38,Equipment Purchase,Crypto Exchange,Luxury Travel,1,27,0.518,0.534,0.567,0.753,0.156,0.107,17,35,617.68,0.251,1
BW-00904,60388.95,693,179729.99,0.105,20,5,23,Equipment Purchase,Retail,Retail,0,15,0.496,0.511,0.767,0.059,0.225,0.513,29,44,1341.98,0.936,0
BW-00905,45035.33,574,41244.01,0.231,1,1,52,Debt Consolidation,ATM Cash,Equipment Vendor,0,0,0.3,0.604,0.785,0.021,0.212,0.45,10,28,1552.94,0.519,0
BW-00906,89803.81,705,63451.47,0.551,8,6,66,Education,Crypto Exchange,Casino,0,0,0.905,1.0,0.51,0.736,0.13,0.344,6,22,3904.51,0.193,0
BW-00907,82657.14,622,91184.39,0.215,16,6,57,Equipment Purchase,Crypto Exchange,ATM Cash,1,6,0.09,0.403,0.155,0.584,0.145,0.293,14,26,3061.38,0.67,1
BW-00908,37472.65,669,82167.36,0.232,17,6,57,Debt Consolidation,Casino,Crypto Exchange,0,15,0.87,1.0,0.095,0.458,0.093,0.154,26,33,1102.14,0.728,1
BW-00909,29645.23,642,33246.83,0.171,12,5,79,Business Expansion,ATM Cash,ATM Cash,0,16,0.377,0.74,0.757,0.029,0.168,0.285,28,38,760.13,0.525,0
BW-00910,41070.78,635,43766.64,0.493,0,1,52,Medical,Casino,Luxury Travel,0,15,0.881,1.0,0.347,0.76,0.312,0.385,28,45,892.84,0.649,0
BW-00911,61078.02,667,132142.99,0.138,11,4,108,Education,Equipment Vendor,Luxury Travel,0,15,0.729,1.0,0.156,0.142,0.193,0.469,15,25,2349.15,0.247,0
BW-00912,30466.05,782,161898.67,0.282,19,3,35,Equipment Purchase,Crypto Exchange,ATM Cash,1,5,0.104,0.294,0.747,0.678,0.356,0.049,4,12,2343.54,0.413,1
